Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Systems and Data Analyst,$136K-$164K (Glassdoor est.),2.4,"To Help Everyone Health & Wellness Centers
2.4","Los Angeles, CA",201 to 500 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable
Senior Customer Data Analyst : 20,$136K-$164K (Glassdoor est.),4.6,"Akraya Inc.
4.6","Los Angeles, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Applied Machine Learning Engineer,$136K-$164K (Glassdoor est.),4.4,"Retention Science
4.4","Santa Monica, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
MEDIA DATA ANALYST,$136K-$164K (Glassdoor est.),-1,Bloom Ads Global Media Group,"Los Angeles, CA",-1,-1,-1,-1,-1,-1
Data Engineer,$136K-$164K (Glassdoor est.),-1,Sense 360,"Culver City, CA",-1,-1,-1,-1,-1,-1
"Laboratory Technician/Scientist Molecular Biology, Lab Operations",$136K-$164K (Glassdoor est.),-1,EvolvInc,"Carson, CA",1 to 50 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
REMOTE Data Analyst,$136K-$164K (Glassdoor est.),-1,Catasys Health,"Los Angeles, CA",-1,-1,-1,-1,-1,-1
Postdoctoral Scientist - Svendsen Lab - Regenerative Medicine Institute,$136K-$164K (Glassdoor est.),3.9,"Cedars-Sinai
3.9","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Analyst Junior,$136K-$164K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Big data engineer,$136K-$164K (Glassdoor est.),4.7,"Resource Logistics, Inc.
4.7","Los Angeles, CA",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD)
Computer Scientist,$136K-$164K (Glassdoor est.),-1,Air Education and Training Command,"Los Angeles, CA",-1,-1,-1,-1,-1,-1
"Scientist I, Manufacturing Sciences - West Hills",$136K-$164K (Glassdoor est.),2.7,"Advantage Resourcing
2.7","Los Angeles, CA",10000+ employees,1969,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Business Analyst / Data Analyst with Financial Industry Experience,$136K-$164K (Glassdoor est.),3,"INSPIRE IT Solutions
3.0","Monterey Park, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Radar Exploitation Scientist (Must Have Top Secret/SCI clearance) - JT,$136K-$164K (Glassdoor est.),-1,KLM Careers,"Los Angeles, CA",-1,-1,-1,-1,-1,-1
Sr Data Engineer,$136K-$164K (Glassdoor est.),2.1,"The Loot Company
2.1","Los Angeles, CA",201 to 500 employees,2012,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable
Project Scientist - Department of Medicine - Nephrology - Karumanchi Lab,$136K-$164K (Glassdoor est.),3.9,"Cedars-Sinai
3.9","Los Angeles, CA",10000+ employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Data Engineer,$136K-$164K (Glassdoor est.),3.3,"Age of Learning
3.3","Glendale, CA",501 to 1000 employees,2007,Company - Private,K-12 Education,Education,$100 to $500 million (USD)
"Clinical Laboratory Scientist, Per Diem",$34-$53 Per Hour(Glassdoor est.),3.8,"UC Davis Medical Center
3.8","Los Angeles, CA",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Sr. Data Analyst,$34-$53 Per Hour(Glassdoor est.),2.8,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Lead Data Science Instructor, Data Scientist",$34-$53 Per Hour(Glassdoor est.),-1,Galvanize Inc.,"Los Angeles, CA",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable
"Clinical Laboratory Scientist (Per Diem, Variable Shift)",$34-$53 Per Hour(Glassdoor est.),3,"AHMC Healthcare
3.0","Monterey Park, CA",5001 to 10000 employees,1998,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
Data Engineer,$34-$53 Per Hour(Glassdoor est.),-1,BlackLine Systems,"Woodland Hills, CA",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
Clinical Laboratory Scientist - Generalist,$34-$53 Per Hour(Glassdoor est.),3.8,"LetsGetChecked
3.8","Monrovia, CA",51 to 200 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
"Clinical Laboratory Scientist , Med Tech",$34-$53 Per Hour(Glassdoor est.),3.4,"Covance
3.4","Los Angeles, CA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Data Scientist,$46K-$80K (Glassdoor est.),3.8,"XSELL Technologies
3.8","Chicago, IL",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist / Quantitative Researcher – High Frequency Futures,$46K-$80K (Glassdoor est.),4.1,"Wolverine Trading
4.1","Chicago, IL",201 to 500 employees,1994,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD)
Tableau Data Engineer 20-0117,$46K-$80K (Glassdoor est.),3.7,"Relativity
3.7","Chicago, IL",1001 to 5000 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Quantitative Analyst,$46K-$80K (Glassdoor est.),3.8,"Magnetar Capital
3.8","Evanston, IL",201 to 500 employees,2005,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Analyst,$46K-$80K (Glassdoor est.),3.9,"Wintrust Financial
3.9","Chicago, IL",1001 to 5000 employees,1991,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
Data Engineer,$46K-$80K (Glassdoor est.),3.9,"Capital One
3.9","Chicago, IL",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Principal Data Engineering Architect - Data Pipelines,$46K-$80K (Glassdoor est.),3.3,"The Climate Corporation
3.3","Chicago, IL",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist (Entry Level),$46K-$80K (Glassdoor est.),4.3,"Strike Social
4.3","Chicago, IL",51 to 200 employees,2013,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD)
Data Engineer,$46K-$80K (Glassdoor est.),3.9,"Balyasny Asset Management
3.9","Chicago, IL",501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Quantitative Analyst,$46K-$80K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD)
Attribute Data Analyst - NON TECHNICAL,$46K-$80K (Glassdoor est.),3.5,"SPINS, LLC
3.5","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Quantitative Researcher / Quantitative Research Analyst,$46K-$80K (Glassdoor est.),4.1,"Citadel Securities
4.1","Chicago, IL",201 to 500 employees,2002,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable
Data Engineer,$46K-$80K (Glassdoor est.),4.5,"Sagence
4.5","Chicago, IL",1 to 50 employees,2009,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Quantitative Researcher – Full Time,$46K-$80K (Glassdoor est.),3.8,"Citadel
3.8","Chicago, IL",1001 to 5000 employees,1990,Company - Private,-1,-1,$50 to $100 million (USD)
Data Scientist,$46K-$80K (Glassdoor est.),2.2,"Uptake
2.2","Chicago, IL",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Analyst,$46K-$80K (Glassdoor est.),3.7,"NCSA - Next College Student Athlete
3.7","Chicago, IL",501 to 1000 employees,2000,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Scientist,$46K-$80K (Glassdoor est.),3.4,"Waystar
3.4","Chicago, IL",501 to 1000 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$46K-$80K (Glassdoor est.),3.4,"Harry and David, LLC
3.4","Melrose Park, IL",501 to 1000 employees,1934,Company - Public,Food & Beverage Stores,Retail,$100 to $500 million (USD)
Data Scientist,$46K-$80K (Glassdoor est.),4.2,"Goodway Group
4.2","Chicago, IL",201 to 500 employees,1929,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,$46K-$80K (Glassdoor est.),5,"Kalderos
5.0","Chicago, IL",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Quantitative Researcher – Intern (US),$46K-$80K (Glassdoor est.),4.1,"Citadel Securities
4.1","Chicago, IL",201 to 500 employees,2002,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable
Staff Business Intelligence Analyst,$46K-$80K (Glassdoor est.),3,"Kraft Heinz Company
3.0","Chicago, IL",10000+ employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
"Data Scientist, Advanced Analytics",$46K-$80K (Glassdoor est.),3.2,"GoHealth
3.2","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist 2,$46K-$80K (Glassdoor est.),3.6,"Humana
3.6","Chicago, IL",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist (remote),$46K-$80K (Glassdoor est.),3.3,"Thrivent
3.3","Chicago, IL",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
"Data Scientist, Intern",$46K-$80K (Glassdoor est.),4.9,"Fetch Rewards
4.9","Chicago, IL",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Analyst,$46K-$80K (Glassdoor est.),3.2,"GoHealth
3.2","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,$46K-$80K (Glassdoor est.),3.4,"HNI
3.4","Chicago, IL",5001 to 10000 employees,1944,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Scientist,$46K-$80K (Glassdoor est.),4.7,"Sutoer
4.7","Chicago, IL",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Data Scientist,$46K-$80K (Glassdoor est.),3,"Photon Infotech
3.0","Chicago, IL",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Senior Data Scientist (Experimentation),$79K-$130K (Glassdoor est.),3.8,"Grubhub
3.8","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
Data Scientist 2 - Styling/Trunks Data Science & Analytics,$79K-$130K (Glassdoor est.),3.6,"Nordstrom
3.6","Chicago, IL",10000+ employees,1901,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
Data Scientist - Nationwide Opportunities,$79K-$130K (Glassdoor est.),3.9,"Amazon
3.9","Chicago, IL",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$79K-$130K (Glassdoor est.),3.2,"Triplebyte
3.2","Chicago, IL",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),-1,Goby Inc,"Chicago, IL",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Entry Level / Jr. Data Analyst,$79K-$130K (Glassdoor est.),-1,KesarWeb,"Chicago, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Business Systems & Data Analyst,$79K-$130K (Glassdoor est.),2.8,"Mike's Hard Lemonade
2.8","Chicago, IL",201 to 500 employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),3.8,"Hewlett Packard Enterprise
3.8","Chicago, IL",10000+ employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),4.3,"Green Key Technologies
4.3","Chicago, IL",1 to 50 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),4.7,"Capax Global
4.7","Chicago, IL",51 to 200 employees,1998,Subsidiary or Business Segment,IT Services,Information Technology,$25 to $50 million (USD)
"Quantitative Researcher, Global Quantitative Strategies",$79K-$130K (Glassdoor est.),3.8,"Citadel
3.8","Chicago, IL",1001 to 5000 employees,1990,Company - Private,-1,-1,$50 to $100 million (USD)
Data Scientist,$79K-$130K (Glassdoor est.),5,"CreditNinja
5.0","Chicago, IL",1 to 50 employees,-1,Company - Private,Lending,Finance,Unknown / Non-Applicable
Federal - Data Scientist,$79K-$130K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Chicago, IL",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist,$79K-$130K (Glassdoor est.),4,"Fisec Global
4.0","Chicago, IL",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$79K-$130K (Glassdoor est.),3.8,"5thColumn
3.8","Chicago, IL",1 to 50 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),2.6,"Saggezza
2.6","Chicago, IL",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist/AI Scientist,$79K-$130K (Glassdoor est.),2.7,"STATS PERFORM
2.7","Chicago, IL",1001 to 5000 employees,2019,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable
Data & Analytics Consultant,$79K-$130K (Glassdoor est.),4.6,"SEI
4.6","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Scientist - Consultant,$79K-$130K (Glassdoor est.),3.8,"Capgemini
3.8","Chicago, IL",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Scientist,$79K-$130K (Glassdoor est.),3.5,"Care Advisors Inc
3.5","Chicago, IL",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),4.1,"iManage
4.1","Chicago, IL",501 to 1000 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
Data Engineer,$79K-$130K (Glassdoor est.),3.8,"Citadel
3.8","Chicago, IL",1001 to 5000 employees,1990,Company - Private,-1,-1,$50 to $100 million (USD)
Data Scientist,$79K-$130K (Glassdoor est.),2.8,"BCforward
2.8","Chicago, IL",1001 to 5000 employees,1998,Company - Private,IT Services,Information Technology,Less than $1 million (USD)
Data Scientist,$79K-$130K (Glassdoor est.),4.2,"DW Simpson
4.2","Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$79K-$130K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Chicago, IL",10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Engineer,$79K-$130K (Glassdoor est.),4.7,"SADA
4.7","Chicago, IL",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Machine Learning/Data Scientist,$79K-$130K (Glassdoor est.),-1,Hale Testing Solutions,"Chicago, IL",-1,-1,-1,-1,-1,-1
Data Scientist - Life Sciences,$79K-$130K (Glassdoor est.),4.3,"Argonne National Laboratory
4.3","Lemont, IL",1001 to 5000 employees,1946,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,$79K-$130K (Glassdoor est.),3.8,"NPD
3.8","Rosemont, IL",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD)
Product Data Analyst,$79K-$130K (Glassdoor est.),3.8,"Mondo
3.8","Chicago, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Senior Data Scientist,$91K-$105K (Glassdoor est.),3.1,"Group O
3.1","Chicago, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
Sr. Data Scientist,$91K-$105K (Glassdoor est.),3.8,"Grubhub
3.8","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
"Principal Data Scientist, Cat Digital",$91K-$105K (Glassdoor est.),3.8,"Caterpillar
3.8","Chicago, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
"Applied Data Scientist, Government",$91K-$105K (Glassdoor est.),3.2,"Civis Analytics
3.2","Chicago, IL",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
Data Scientist,$91K-$105K (Glassdoor est.),-1,MessageControl,"Chicago, IL",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Quantitative Research Intern - Summer,$91K-$105K (Glassdoor est.),3.9,"DRW Trading Group
3.9","Chicago, IL",1001 to 5000 employees,1992,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Scientist,$91K-$105K (Glassdoor est.),2.6,"Smart Synergies, Inc.
2.6","Chicago, IL",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD)
Data Scientist,$91K-$105K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","Chicago, IL",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Data Scientist/AI Scientist,$91K-$105K (Glassdoor est.),2.7,"STATS LLC
2.7","Chicago, IL",501 to 1000 employees,1981,Company - Private,News Outlet,Media,$50 to $100 million (USD)
